x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,label,index
6,26,190469,3,13,14,4,4,0,0,0,40,-1.0,15001
6,22,34616,3,10,12,4,4,1,0,0,30,-1.0,22640
8,25,169905,6,10,11,5,4,0,0,0,40,-1.0,6023
0,38,127961,6,10,2,5,4,0,0,0,45,1.0,7907
1,69,170458,6,9,0,5,4,0,0,0,20,-1.0,31454
8,56,183169,5,14,4,4,4,1,0,0,40,-1.0,16254
6,54,202415,6,9,13,5,4,0,0,0,40,1.0,22849
6,34,261799,6,11,10,5,3,0,0,0,45,1.0,22589
6,34,77271,3,9,8,3,4,1,0,0,20,-1.0,7613
6,43,120277,6,9,13,5,4,0,0,0,40,1.0,7532
6,26,187652,3,12,14,2,4,0,0,0,40,-1.0,10708
8,34,93886,6,13,4,1,4,1,0,0,46,1.0,30493
6,49,171301,6,9,2,1,3,1,0,0,40,-1.0,1364
6,36,188069,6,10,8,5,4,0,0,0,50,1.0,9796
6,45,243631,6,16,4,5,1,0,0,0,45,1.0,31159
6,35,283305,3,13,8,4,4,1,0,0,40,-1.0,16627
6,30,142675,6,8,13,5,4,0,0,0,50,-1.0,4627
6,29,162002,3,9,0,2,4,1,0,0,35,-1.0,10235
6,39,99065,6,13,1,1,4,1,0,0,40,1.0,4039
2,21,224209,6,9,7,1,3,1,0,0,30,-1.0,3266
6,40,214010,3,13,0,4,4,0,0,0,37,-1.0,1142
2,64,169917,5,4,7,4,4,1,0,0,4,-1.0,31642
6,23,199336,3,11,13,3,4,0,0,0,50,-1.0,20389
6,32,430175,1,9,13,0,3,1,0,0,50,-1.0,16409
6,46,121168,1,9,13,4,4,1,0,0,40,-1.0,25065
6,48,160647,3,10,8,4,4,1,0,0,40,1.0,11825
6,24,89154,3,5,0,4,4,0,0,0,40,-1.0,13595
6,30,209900,6,13,13,5,4,0,0,0,40,-1.0,9696
8,39,203070,0,9,9,4,4,0,0,0,40,-1.0,1540
6,44,228729,6,9,13,5,3,0,0,0,40,-1.0,22211
0,31,175856,6,9,13,5,4,0,0,0,60,-1.0,8597
6,27,200802,3,10,14,4,4,1,0,0,40,-1.0,9688
6,31,77143,0,8,5,3,3,0,0,0,40,-1.0,10691
1,49,247378,1,10,4,4,4,1,0,0,20,-1.0,21717
6,37,126675,6,10,8,5,4,0,0,0,57,-1.0,17665
2,36,216256,6,9,7,5,4,0,3464,0,30,-1.0,8053
6,43,102180,6,14,4,5,4,0,0,0,40,1.0,6295
6,36,146625,5,7,0,3,3,1,0,0,12,-1.0,23800
6,31,201122,6,10,8,5,4,0,0,0,40,1.0,24166
6,22,88126,3,13,8,2,4,0,0,0,40,-1.0,21098
6,66,98837,5,9,10,4,4,1,0,0,40,-1.0,2064
6,45,433665,0,4,0,3,4,1,0,0,40,-1.0,566
6,42,297335,2,12,8,3,1,1,0,0,31,-1.0,25952
6,44,116391,3,13,4,4,4,0,0,0,40,-1.0,25030
0,43,272165,6,5,13,5,4,0,0,0,40,-1.0,2867
6,44,286750,6,13,8,5,3,0,0,0,50,1.0,3713
6,57,121362,5,10,10,3,4,1,0,2258,38,1.0,24843
6,18,282394,3,10,12,2,3,1,0,0,21,-1.0,12728
0,37,415847,6,13,4,5,4,0,0,0,40,1.0,6196
1,41,101603,6,11,13,5,4,0,0,0,40,-1.0,48
6,24,155818,3,10,12,2,4,1,0,0,40,-1.0,2908
6,18,39529,3,8,0,2,4,1,0,0,32,-1.0,8511
6,25,212793,3,12,4,4,4,0,0,0,50,1.0,23695
6,69,141181,6,3,10,5,4,0,1797,0,40,-1.0,14245
6,32,137076,6,10,8,5,4,0,15024,0,60,1.0,12226
6,34,236543,3,9,13,2,4,0,0,0,40,-1.0,13501
0,45,106110,6,10,0,1,4,1,0,0,99,-1.0,23810
6,35,142616,0,9,0,2,3,1,0,0,30,-1.0,23184
6,20,375698,3,10,10,2,4,1,0,0,15,-1.0,28837
6,31,166343,3,9,2,2,3,0,0,0,50,-1.0,12254
6,51,300816,3,13,10,3,4,0,0,0,20,-1.0,5693
6,58,159378,6,9,2,5,4,0,0,0,45,1.0,30412
6,18,208447,3,8,1,2,4,0,0,0,6,-1.0,1558
4,79,309272,6,9,8,5,4,0,0,0,40,1.0,14895
6,39,128715,1,9,10,4,4,0,10520,0,40,1.0,1581
6,25,137951,3,9,10,3,4,1,0,0,30,-1.0,6363
6,55,238638,6,9,12,5,4,0,4386,0,40,1.0,303
0,56,144380,2,10,4,4,3,0,0,0,50,-1.0,20237
0,74,206682,6,10,4,5,4,0,0,1648,35,-1.0,24770
6,43,50646,6,9,13,5,4,0,0,0,70,-1.0,16422
6,22,231912,3,11,10,2,4,1,0,0,37,-1.0,17560
6,60,85413,6,9,5,5,4,0,0,0,44,1.0,7641
8,44,241851,6,11,5,5,4,0,4386,0,40,1.0,13858
8,26,80485,3,13,4,4,4,1,0,0,38,-1.0,16743
6,22,246965,3,10,4,4,4,0,0,0,12,-1.0,21736
6,42,119359,6,15,12,1,2,1,15024,0,40,1.0,18176
6,36,106964,6,9,2,5,4,0,0,0,40,-1.0,7989
6,28,214385,3,11,8,2,3,1,0,0,40,-1.0,11271
0,67,173935,6,13,8,5,4,0,0,0,8,1.0,5844
0,35,267776,3,9,0,0,4,1,0,0,30,-1.0,3683
5,49,195437,6,12,10,5,4,0,0,0,60,1.0,17339
6,67,35015,3,14,4,4,4,0,0,0,99,-1.0,9826
0,40,155106,6,5,13,5,4,0,0,0,40,1.0,21224
2,64,200017,5,9,7,4,4,1,0,0,20,-1.0,27555
6,39,140477,3,9,2,4,4,1,0,0,10,-1.0,13002
6,45,87583,6,9,4,1,4,1,0,0,14,-1.0,15711
6,36,418702,1,11,10,3,4,1,0,0,40,-1.0,31546
6,47,112791,6,9,9,5,4,0,0,0,40,-1.0,22953
6,19,270551,3,9,0,2,4,0,0,0,20,-1.0,25782
6,40,260425,0,12,14,3,4,1,1471,0,32,-1.0,32358
6,49,71195,3,14,4,4,4,0,0,0,60,-1.0,337
6,54,240542,1,10,12,3,4,1,0,0,48,-1.0,2486
8,30,101345,0,9,0,3,4,1,0,0,26,-1.0,13650
6,24,188300,3,7,2,3,4,1,0,0,40,-1.0,20431
6,23,236994,3,9,12,2,4,0,0,0,60,-1.0,30419
6,38,208379,3,13,2,4,4,1,0,0,8,-1.0,24498
0,45,328051,3,14,4,4,4,1,0,0,60,-1.0,24754
6,22,103440,3,9,0,4,4,1,0,0,24,-1.0,1360
6,43,484861,6,10,13,5,4,0,4064,0,38,-1.0,12110
6,54,420691,6,2,0,5,4,0,0,0,40,-1.0,29387
6,18,187240,3,7,1,2,4,0,0,0,18,-1.0,26161
2,20,211968,3,10,7,2,4,1,0,0,45,-1.0,16648
6,25,171114,3,9,10,4,4,1,0,0,48,-1.0,4217
2,20,206671,3,10,7,2,4,0,1055,0,50,-1.0,1590
6,41,443508,6,13,5,5,4,0,0,0,48,1.0,2764
6,44,86298,1,9,13,4,4,0,0,0,40,-1.0,18964
6,32,125856,6,12,8,5,4,0,0,0,60,1.0,15592
6,52,194259,1,9,12,4,4,1,0,0,40,-1.0,20825
6,54,169785,1,10,8,4,4,1,0,0,40,-1.0,7542
4,48,193188,6,13,8,5,4,0,0,0,40,1.0,3090
6,36,415578,6,10,13,5,4,0,0,0,40,1.0,22945
0,19,100999,3,7,10,2,4,1,0,0,30,-1.0,20357
6,48,186203,6,9,0,5,4,0,0,0,50,-1.0,5902
4,52,51048,6,13,12,5,4,0,0,0,55,-1.0,617
6,25,221757,6,9,2,5,4,0,0,0,40,-1.0,21018
6,45,220641,1,10,8,3,4,1,0,0,40,-1.0,15378
6,38,436361,1,9,0,4,4,1,0,0,75,-1.0,17331
6,25,189027,3,13,1,2,4,0,0,0,40,-1.0,16480
6,44,105936,1,12,10,3,4,1,0,0,40,-1.0,22062
6,53,158746,6,10,14,5,4,0,0,0,40,-1.0,14326
6,60,180418,6,7,13,5,4,0,0,0,40,-1.0,31901
6,31,227325,3,10,13,4,4,0,0,0,40,-1.0,14081
6,49,298130,6,4,2,5,4,0,0,0,40,-1.0,10549
1,30,126414,2,13,10,4,4,0,0,0,40,-1.0,7491
5,48,166634,6,13,10,1,4,1,7688,0,40,1.0,29754
6,59,99248,1,10,0,4,4,0,0,0,40,-1.0,7812
6,58,158002,6,10,12,5,3,0,0,0,40,-1.0,12988
6,24,293579,3,9,12,2,3,1,0,0,20,-1.0,1326
6,23,33105,3,10,1,2,2,0,0,0,40,-1.0,6500
6,45,289230,1,13,4,3,4,1,0,0,48,1.0,11860
6,21,78170,3,9,13,4,4,0,0,0,42,-1.0,17699
6,28,109001,3,9,13,4,4,0,0,0,40,-1.0,20599
6,42,143046,3,9,0,2,4,1,0,0,40,-1.0,16703
6,23,201138,3,10,10,4,4,1,0,0,8,-1.0,31128
6,50,143953,6,9,12,5,4,0,0,0,65,1.0,18272
6,52,190762,6,2,2,5,4,0,0,0,40,-1.0,416
6,32,39223,0,6,13,3,3,1,0,0,40,-1.0,24869
6,40,201495,1,13,9,4,4,0,0,0,45,-1.0,5079
6,34,33945,1,9,13,4,4,0,6849,0,55,-1.0,2789
1,41,227734,6,9,10,5,4,0,3464,0,40,-1.0,8006
6,47,312088,6,9,13,5,4,0,0,0,40,-1.0,32473
5,47,117628,6,9,13,5,4,0,0,0,40,1.0,9146
6,41,55854,6,13,4,5,4,0,0,0,56,1.0,24595
6,49,115784,6,9,2,5,4,0,0,0,40,-1.0,5970
6,35,82552,6,12,14,5,4,0,0,0,40,-1.0,27988
6,26,45869,3,13,1,2,4,0,0,0,40,-1.0,11299
8,33,220430,6,13,9,5,3,0,0,0,70,1.0,20535
6,50,196193,6,13,13,5,4,0,0,0,40,-1.0,28319
6,36,183081,3,10,8,4,4,0,0,0,40,-1.0,9705
0,36,136028,6,5,13,5,4,0,0,0,30,-1.0,1649
6,52,218550,2,10,10,4,4,1,14084,0,16,1.0,5932
6,55,414994,6,9,13,5,4,0,0,0,40,-1.0,4974
6,25,91334,6,11,8,5,4,0,0,0,75,-1.0,5212
6,46,123053,6,14,8,5,1,0,0,0,50,1.0,11758
4,66,115880,6,10,4,5,4,0,0,0,40,-1.0,13187
0,59,309124,6,9,5,5,4,0,0,0,40,1.0,17186
6,44,225263,1,10,12,3,4,1,0,1408,46,-1.0,18761
2,50,346014,0,4,7,2,4,1,0,0,20,-1.0,12208
6,47,196707,1,15,10,4,4,0,0,0,40,-1.0,7957
6,25,178478,3,13,14,2,4,1,0,0,40,-1.0,17190
6,31,163003,3,12,4,0,1,1,0,0,40,-1.0,25967
6,37,93717,6,10,10,1,4,1,7298,0,45,1.0,2735
6,22,175431,6,9,0,5,4,0,0,0,20,-1.0,21983
6,44,889965,6,9,1,1,4,1,3137,0,30,-1.0,18859
6,37,103323,6,12,12,5,4,0,0,0,40,-1.0,16234
6,39,286026,6,13,10,5,4,0,0,0,40,1.0,14754
6,34,186346,0,9,0,4,4,1,0,0,40,-1.0,19361
6,30,229895,1,6,0,3,4,1,0,0,40,-1.0,19619
8,58,34878,1,13,4,4,4,1,0,0,50,-1.0,18714
8,47,162595,2,10,13,0,4,0,0,0,45,-1.0,14975
4,36,77146,6,13,12,5,4,0,15024,0,45,1.0,14998
4,42,188615,6,13,12,5,4,0,0,0,60,1.0,26987
6,33,199227,6,13,8,5,4,0,0,0,55,1.0,17724
0,21,74538,3,10,14,4,4,0,0,0,25,-1.0,30153
2,60,153072,6,9,7,5,4,0,0,0,5,-1.0,6174
6,61,229744,6,3,13,5,4,0,0,0,40,-1.0,28272
6,30,252646,0,10,5,4,4,0,0,0,20,-1.0,14833
2,23,238087,3,10,7,2,4,0,0,0,30,-1.0,29556
6,43,94113,1,10,8,4,4,0,0,0,45,-1.0,811
6,29,214881,3,9,8,4,4,0,0,0,40,-1.0,10230
6,62,26966,5,10,10,4,4,1,0,0,40,-1.0,21208
2,76,173542,6,13,7,5,4,0,0,0,10,-1.0,5675
6,28,230856,3,10,4,4,3,1,3325,0,50,-1.0,12702
6,33,63079,1,9,10,3,3,1,0,0,40,-1.0,32461
6,21,351084,3,9,10,4,4,1,0,0,40,-1.0,14659
6,54,146834,1,9,5,4,4,0,0,0,45,-1.0,11901
6,19,150553,3,10,12,2,1,1,0,0,18,-1.0,23927
8,25,77698,3,10,10,3,3,1,0,0,40,-1.0,16846
6,26,179010,3,10,13,4,4,0,0,0,65,-1.0,32465
6,26,187891,3,9,10,4,3,0,0,0,40,-1.0,11196
6,47,168283,6,13,4,5,4,0,0,0,40,1.0,2797
6,38,80771,6,13,4,1,4,1,0,0,40,1.0,10945
6,34,158420,6,13,8,5,4,0,0,0,70,-1.0,2357
6,35,99146,6,9,8,5,4,0,0,0,50,1.0,12946
6,58,121111,6,9,12,1,4,1,0,0,40,-1.0,6420
6,21,301199,3,10,2,2,4,1,0,0,40,-1.0,15308
6,28,120475,3,9,0,2,4,0,0,0,20,-1.0,30889
6,31,308540,6,10,13,5,4,0,0,0,40,1.0,18868
6,38,278924,3,13,11,4,4,0,0,0,40,-1.0,9100
6,21,115895,3,10,12,2,4,1,0,0,20,-1.0,8618
0,41,223763,6,14,13,5,4,0,0,0,65,-1.0,12906
6,29,236938,1,12,13,3,4,1,0,0,38,-1.0,26255
6,33,92865,3,10,10,2,4,1,0,0,40,-1.0,11588
2,50,222381,1,10,7,3,4,0,0,0,40,-1.0,27675
5,27,128059,6,10,13,5,4,0,0,0,50,-1.0,1676
0,54,114758,6,14,12,5,4,0,0,0,50,-1.0,1395
0,53,284329,1,14,8,4,4,0,0,0,50,1.0,22618
5,44,316120,1,15,4,3,4,0,0,0,40,1.0,13835
1,49,213307,6,10,4,5,4,0,0,0,40,-1.0,2035
0,45,341117,1,10,4,4,4,1,0,0,50,-1.0,27115
6,45,99355,6,9,9,5,3,0,0,0,40,1.0,30733
6,35,454843,6,10,13,5,4,0,0,0,40,1.0,25760
6,30,190228,6,9,1,5,4,0,0,0,40,-1.0,32068
4,43,172826,6,10,12,5,4,0,99999,0,55,1.0,2100
0,58,61474,6,9,12,5,4,0,0,0,55,1.0,21866
6,27,501172,6,3,5,5,4,0,0,0,40,-1.0,10748
6,33,392812,6,10,1,5,4,0,0,0,50,1.0,17828
6,25,137301,3,12,4,2,4,1,0,0,40,-1.0,16033
0,50,42402,6,15,4,5,4,0,0,2415,30,1.0,28628
6,21,346341,3,10,4,4,4,1,0,0,40,-1.0,22237
6,22,191444,3,9,12,0,4,0,0,0,40,-1.0,30878
6,24,304386,3,9,0,2,4,1,0,0,30,-1.0,8091
6,17,65368,3,7,12,2,4,1,0,0,12,-1.0,209
6,52,137658,6,7,2,5,0,0,0,0,40,-1.0,17616
6,71,163385,5,10,12,4,4,0,0,0,35,1.0,5933
6,35,187415,6,3,2,5,1,0,0,0,50,-1.0,14576
6,32,158438,6,10,8,5,4,0,0,0,60,1.0,2494
0,63,33487,6,4,13,5,4,0,0,0,40,-1.0,21903
6,52,195638,3,9,0,3,4,1,0,0,45,-1.0,29719
6,30,200192,6,10,0,1,4,1,0,0,45,-1.0,28104
6,23,190483,3,13,12,2,4,1,0,0,20,-1.0,619
6,29,162312,3,11,2,4,0,0,0,0,40,-1.0,19825
6,29,169683,6,11,4,5,4,0,0,0,40,-1.0,23449
6,30,63910,6,9,12,2,1,1,0,0,40,-1.0,31572
5,51,293196,6,10,4,5,4,0,0,0,40,1.0,29596
6,29,46609,3,6,13,4,3,0,0,0,40,-1.0,19772
1,31,176998,6,10,13,5,4,0,0,0,35,1.0,14621
4,47,168191,6,10,13,5,4,0,0,0,40,-1.0,9792
6,28,394927,6,10,14,5,4,0,0,0,40,1.0,10225
6,36,354078,6,13,4,5,4,0,0,0,60,1.0,1225
6,28,584790,6,11,0,5,4,0,0,0,40,1.0,30037
6,20,105312,3,9,12,4,4,1,0,0,35,-1.0,13719
1,21,337766,3,10,4,2,4,0,0,0,20,-1.0,16397
6,40,220589,3,12,10,4,4,1,0,0,40,-1.0,11879
6,70,102610,1,10,0,4,4,0,0,0,80,-1.0,8700
6,24,43323,3,9,0,4,4,1,0,1762,40,-1.0,131
0,44,89172,6,13,4,5,4,0,0,0,80,-1.0,23560
6,27,214695,3,9,12,2,3,0,0,0,60,-1.0,21803
6,26,456618,3,10,10,2,4,0,2597,0,40,-1.0,20212
6,28,224506,6,10,12,5,3,0,0,0,40,-1.0,12710
6,25,397962,3,9,10,0,3,1,0,0,40,-1.0,29160
6,32,86808,3,10,0,2,4,1,0,0,38,-1.0,28831
6,33,100882,3,14,8,4,4,0,0,0,40,1.0,19210
2,61,160625,6,13,7,5,4,0,4386,0,15,1.0,10337
6,41,318046,6,10,5,5,4,0,0,0,48,1.0,32265
8,37,251396,6,12,4,5,4,0,0,0,45,1.0,9815
6,42,236110,2,3,13,4,4,0,0,0,40,-1.0,5632
6,19,214935,3,10,1,2,4,0,0,0,40,-1.0,11849
8,41,26669,1,10,8,4,4,1,0,0,40,-1.0,21043
6,37,108913,3,9,0,4,4,0,0,0,40,-1.0,9084
8,42,177937,1,13,4,4,4,0,0,0,50,-1.0,21117
8,21,38771,3,10,10,2,4,0,0,0,40,-1.0,5541
6,17,193748,3,7,12,2,4,0,0,0,15,-1.0,24515
6,43,105936,6,9,10,1,4,1,0,0,35,1.0,24938
6,48,330470,6,10,1,5,4,0,0,0,30,-1.0,14881
2,23,194031,3,10,7,4,4,1,0,0,25,-1.0,10011
8,40,233891,3,9,10,3,3,1,0,0,35,-1.0,9851
0,59,148526,6,10,12,5,4,0,0,0,40,-1.0,31168
6,38,239755,6,9,2,5,4,0,0,0,40,-1.0,5990
6,37,177285,6,11,10,1,3,1,0,0,48,1.0,14779
2,36,224886,6,9,7,5,4,0,0,0,40,-1.0,29069
6,19,97261,3,9,11,4,4,0,0,0,40,-1.0,18684
6,55,177484,6,7,0,5,3,0,0,1672,40,-1.0,6537
6,34,211948,1,9,12,4,4,1,0,1590,40,-1.0,25866
8,40,55363,6,9,5,5,4,0,0,0,40,-1.0,6550
0,48,32825,6,9,13,5,4,0,0,0,40,-1.0,10970
6,42,102085,1,9,0,2,4,1,0,0,15,-1.0,16462
6,52,168381,5,9,0,3,1,1,0,0,40,1.0,1325
2,20,40060,3,10,7,2,4,0,0,0,56,-1.0,12155
6,42,433170,6,10,13,5,4,0,0,0,60,1.0,24728
8,47,140644,6,10,9,5,4,0,0,0,40,1.0,31056
6,29,58522,6,9,13,5,4,0,0,0,40,-1.0,12718
6,17,126779,3,7,0,2,3,0,0,0,20,-1.0,10831
6,28,174327,6,9,2,5,4,0,0,0,50,-1.0,29322
8,37,108320,6,13,14,5,4,0,0,0,45,1.0,24609
6,21,197050,3,10,0,2,4,1,0,0,35,-1.0,24710
8,38,107513,6,9,5,5,4,0,0,0,40,-1.0,1617
0,42,104118,3,10,8,4,4,0,0,0,40,-1.0,12532
8,40,179580,6,9,10,1,4,1,0,0,40,-1.0,20560
6,38,164898,3,9,13,4,4,0,0,0,40,-1.0,22082
0,32,443546,3,9,13,4,4,0,0,0,40,-1.0,19785
6,36,261241,6,9,2,5,4,0,0,0,50,1.0,31275
8,29,302422,3,11,9,4,4,0,0,1564,56,1.0,25036
6,22,162869,3,10,12,0,4,0,0,0,65,-1.0,4865
6,29,149943,3,10,0,4,0,0,0,1590,40,-1.0,1898
6,39,257726,3,10,2,2,4,0,0,0,40,-1.0,3452
6,38,156550,6,9,13,5,4,0,0,0,60,-1.0,16296
6,40,75363,0,10,8,3,4,1,0,0,40,-1.0,11693
6,41,193995,3,9,13,4,4,0,0,0,44,-1.0,11408
6,58,519006,6,9,13,5,4,0,0,0,52,-1.0,3568
6,20,217421,6,9,10,0,4,1,0,0,40,-1.0,4253
6,47,135803,6,9,0,5,1,0,0,0,25,-1.0,13884
6,40,199599,6,6,8,5,4,0,0,0,40,1.0,23666
6,51,125796,6,10,10,1,3,1,0,0,35,-1.0,9785
6,57,136107,6,5,13,5,3,0,0,0,40,1.0,16214
6,21,56520,3,10,10,2,4,0,0,0,40,-1.0,12722
6,68,195868,6,13,12,5,4,0,20051,0,40,1.0,18975
2,22,219233,3,9,7,2,3,0,0,1602,30,-1.0,8038
6,37,116358,3,9,13,0,2,0,27828,0,48,1.0,19725
6,18,133654,3,9,10,2,4,1,0,0,40,-1.0,19997
6,24,259351,3,10,13,3,2,0,0,0,40,-1.0,7157
6,21,440969,3,9,10,2,4,1,0,0,40,-1.0,30329
6,22,117779,3,13,4,2,4,0,0,0,40,-1.0,14124
6,47,193285,6,9,0,1,3,1,5013,0,40,-1.0,20987
6,22,267945,3,10,12,2,4,1,0,0,16,-1.0,17495
4,41,73431,5,13,4,3,4,1,0,0,40,-1.0,15766
6,37,178136,6,9,2,5,3,0,0,0,40,-1.0,7990
6,27,126730,3,9,12,4,4,1,0,0,40,-1.0,12622
0,43,35236,2,9,13,4,4,0,0,0,40,-1.0,1478
2,24,151153,3,10,7,4,1,0,99999,0,50,1.0,12087
6,43,174051,6,13,13,5,4,0,0,0,48,-1.0,19630
2,18,78567,3,10,7,2,4,0,0,0,30,-1.0,27062
0,52,195462,6,9,11,5,4,0,0,0,98,1.0,5082
8,63,57674,6,14,4,5,4,0,0,0,48,-1.0,18011
6,53,81794,6,8,10,1,4,1,0,0,40,-1.0,16076
0,45,182677,2,9,13,4,1,0,0,0,40,-1.0,21435
6,27,209801,3,10,10,4,4,1,0,0,45,-1.0,22222
6,20,211968,3,10,4,2,4,1,0,0,15,-1.0,29977
6,22,369549,3,10,0,4,3,1,0,0,30,-1.0,3759
6,42,141186,3,10,0,2,4,1,0,0,40,-1.0,8897
6,42,340234,6,9,14,5,1,0,15024,0,40,1.0,10291
6,33,408813,3,13,10,4,4,1,0,0,50,-1.0,18854
6,25,82560,3,12,0,2,4,0,0,0,43,-1.0,27660
4,55,207489,1,13,12,4,4,1,0,0,50,-1.0,17587
6,42,154374,6,13,12,5,4,0,0,0,40,1.0,29743
0,30,250499,6,10,10,1,4,1,0,0,55,1.0,8951
6,37,99357,3,12,0,4,4,1,0,0,30,-1.0,30618
0,28,160786,3,9,13,2,4,0,0,0,40,-1.0,5359
6,61,86067,6,12,12,5,4,0,15024,0,40,1.0,29637
6,33,204494,6,10,8,5,4,0,0,0,56,1.0,21583
6,33,209900,3,10,14,2,4,0,0,0,20,-1.0,4806
8,34,231826,6,9,4,5,4,0,0,0,40,-1.0,31812
5,32,504951,6,12,9,5,4,0,0,0,50,-1.0,12101
0,48,191277,6,16,4,5,4,0,0,1902,60,1.0,96
0,56,163212,5,9,10,3,4,1,99999,0,40,1.0,12903
6,20,235691,3,9,12,3,4,0,0,0,40,-1.0,29195
6,28,107411,3,9,8,4,4,1,0,0,45,-1.0,19166
6,59,31782,6,6,5,5,4,0,0,0,45,1.0,20501
4,27,399904,3,9,13,0,4,0,0,0,50,-1.0,21754
6,41,128354,6,13,14,1,4,1,0,0,25,1.0,6673
6,28,337378,6,9,13,5,4,0,0,0,40,-1.0,11662
6,32,30271,1,10,8,3,4,1,0,0,30,-1.0,19274
6,51,114927,6,11,14,5,4,0,7298,0,40,1.0,6004
6,39,294183,1,9,8,3,4,1,0,0,40,-1.0,10224
6,27,376936,3,9,13,4,4,0,0,0,40,-1.0,5258
2,25,335376,3,13,7,2,4,1,0,0,30,-1.0,20250
6,27,302406,6,10,12,5,4,0,0,0,40,1.0,8502
6,33,132705,0,5,10,4,4,0,0,0,48,-1.0,15754
6,35,128876,6,10,13,5,4,0,0,0,40,-1.0,30581
6,31,451744,3,9,13,4,4,0,0,0,50,-1.0,14126
1,42,167581,3,13,10,0,4,1,0,0,40,-1.0,15866
6,40,352612,6,6,13,5,4,0,0,0,40,-1.0,27847
2,55,102058,5,8,7,4,4,0,0,0,30,-1.0,28186
6,44,205822,6,10,12,5,4,0,0,0,40,1.0,7645
6,23,215395,3,9,2,4,4,0,0,0,40,-1.0,7660
6,21,411068,3,10,10,2,4,1,0,0,35,-1.0,23006
6,35,180137,1,10,8,3,4,0,0,0,60,-1.0,14087
6,38,201328,6,13,4,5,4,0,0,0,50,1.0,8191
6,68,208478,6,14,4,5,4,0,0,0,18,-1.0,24902
6,43,216685,6,9,4,1,4,1,0,0,35,-1.0,23972
6,23,149396,3,9,10,2,3,1,0,0,40,-1.0,17340
1,21,151790,3,10,10,2,4,1,0,0,30,-1.0,16712
6,51,91137,3,5,0,3,3,1,0,0,40,-1.0,15471
6,25,274228,6,9,14,5,4,0,0,0,84,-1.0,23376
4,22,40767,6,10,13,5,4,0,0,0,40,-1.0,8241
6,60,224644,6,6,12,5,4,0,0,0,40,-1.0,26439
6,23,39182,6,9,12,5,4,0,0,0,40,-1.0,22971
4,43,33729,6,13,12,5,4,0,0,0,45,1.0,29814
6,26,165235,3,13,10,2,1,1,0,0,40,-1.0,27033
6,36,133974,1,11,12,3,4,1,0,0,40,-1.0,12468
6,45,339506,3,9,12,4,3,0,0,0,40,-1.0,2229
2,82,194590,5,11,7,4,4,1,0,0,8,-1.0,21795
2,72,96867,5,3,7,4,4,1,0,0,40,-1.0,32180
0,37,121510,1,9,8,3,4,0,0,0,55,-1.0,5831
6,35,239409,6,6,2,5,4,0,0,0,50,-1.0,30511
6,33,124407,3,13,4,4,4,1,0,0,40,-1.0,9935
2,19,141418,3,10,7,2,4,0,0,0,15,-1.0,26028
6,33,251521,3,7,10,4,4,1,0,0,35,-1.0,16178
0,42,177937,2,13,8,4,4,0,0,0,45,-1.0,14597
6,62,247483,6,10,12,5,4,0,0,0,40,1.0,24904
0,49,59612,1,6,11,3,4,0,0,0,70,-1.0,5821
6,25,396633,6,10,10,1,3,1,0,0,56,1.0,13940
6,59,169639,5,12,8,3,4,1,0,0,40,-1.0,24092
6,52,143953,6,13,4,5,4,0,0,1902,40,1.0,11404
6,33,268147,3,5,12,3,4,1,0,0,40,-1.0,18571
6,21,129172,3,10,0,0,4,0,0,0,16,-1.0,11343
6,26,279145,6,9,13,5,4,0,0,0,50,-1.0,17988
2,19,33487,3,10,7,0,2,1,0,0,40,-1.0,2033
6,21,121407,3,11,0,2,4,1,0,0,36,-1.0,22515
8,25,198813,3,13,10,0,3,1,0,0,40,-1.0,16122
6,55,202220,6,9,0,1,3,1,2407,0,35,-1.0,27851
6,63,181929,5,9,8,3,4,0,0,0,50,1.0,30594
6,31,192900,3,10,0,4,4,0,0,0,40,-1.0,18068
6,65,153522,5,9,0,3,4,1,0,0,17,-1.0,25015
6,37,104359,6,10,1,5,4,0,0,0,40,-1.0,27179
6,36,224531,6,13,12,5,4,0,0,0,50,1.0,3215
6,68,123653,0,3,0,4,4,0,0,0,12,-1.0,14082
8,31,189265,3,9,10,4,4,1,0,0,40,-1.0,108
6,58,27385,6,9,8,5,4,0,0,0,60,1.0,12733
6,25,282612,3,11,14,3,3,1,0,0,40,-1.0,8643
6,39,316211,3,13,4,4,4,0,0,0,40,1.0,5432
6,30,373914,6,7,13,5,4,0,0,0,40,-1.0,26808
6,45,125194,3,7,2,4,3,1,0,0,40,-1.0,3342
6,27,228476,6,13,12,5,4,0,0,0,50,1.0,28131
6,46,100067,6,7,0,1,3,1,0,0,35,1.0,26346
6,25,28520,3,9,0,4,4,1,0,0,40,-1.0,1688
0,62,215944,6,3,11,5,4,0,0,0,30,-1.0,20487
6,53,238481,6,11,8,5,4,0,0,1485,40,-1.0,7448
6,33,219838,6,6,11,5,4,0,0,0,40,-1.0,21810
6,52,361875,1,10,8,4,4,1,0,0,50,-1.0,30058
6,25,182771,3,10,12,2,1,0,0,0,40,-1.0,8118
6,48,96359,6,13,8,5,4,0,0,0,60,1.0,5835
6,22,137510,3,10,10,2,4,0,0,0,40,-1.0,812
6,23,435835,3,9,12,4,4,0,0,1669,55,-1.0,7109
6,21,163870,6,6,0,5,4,0,3908,0,40,-1.0,24132
